Name,Review,OverAll,Food,Service,Ambience,Date
Olly,"Service was terrible. That wasn't my first time in Magic Hour but I've not ever experienced such a service before. After placing an order for drinks and receiving them it took our waitress over 45 min to show up to take our food order. Even though we told her upon placing a drink order that we are about ready to order food. We were on the verge of finishing the drink and walking out. Finally after getting food we haven't been checked on even once. She only showed up to bring us a check. 
Also the bag check-in is ridiculous. This is not the airport, you know. There was a huge line to check in the bags, and even though I had a tiny shopping bag I was kicked out of the elevator to check it in. The personnel at the coat check was rude, and overall it was a humiliating experience. 
Music was getting louder and louder, everyone had to scream their lungs out. I loved this place before but now I am not sure if I'd recommend this place anymore.",3,3,1,3,"Dined on August 26, 2022"
AndrewH,Drinks & ambience were great. Food was subpar & over priced,4,2,4,5,"Dined on August 26, 2022"
Nope,"SO HOT!!! We were seated at a four-top table just as you walked in from the hallway on the merry-go-round side. There was literally zero breeze and they had the roof 80% closed (it was a sunny 80 degree day, no clouds). They need to install some fans ASAP. We had to ask for water three times, which given how hot it was you would have thought the waitress would have came to the table with it, and when we finally got the still water it tasted like dirty glassware. 

We were going to eat but we were SO uncomfortable we left after having one round of drinks. Such a shame because I was there the night Moxy opened and wanted to bring an out-of-town friend. Will probably never go back after this experience.",2,2,2,1,"Dined on August 26, 2022"
OpenTable Diner,"Wir waren zum Abendessen gekommen während unserer Flitterwochen für die tollen Cocktails, das super Ambiente und die tolle Aussicht. Alles sieht wie auf den Bildern aus, Moira Rose ist ein Wahnsinns Cocktail, der nicht enttäuscht.

Wer etwas außergewöhnliches sucht wird hier fündig!",5,4,4,5,"Dined on August 25, 2022"
Birthdaygirl,After dinner theatre drinks/bites. Drinks were great-loved the Moira Rose. Food was okay. Live the decor and revolving carousel.,4,3,3,4,"Dined on August 24, 2022"
AshleyC,Server was standoffish and rude to food runner,3,3,1,3,"Dined on August 24, 2022"
OpenTable Diner,Went for a bday celebration on Tuesday night. DJ was great. Good was tasty. Cocktails were on point!,5,5,5,5,"Dined on August 24, 2022"
Momo,Staff was rude. The greeter didn’t make eye contact and the waitress ignored me,2,2,1,5,"Dined on August 23, 2022"
EstefanyU,I ordered the Mr. pink cocktail and was more ice than drink you can barely taste the flavor or it. Also we got some donuts but they came super saggy and cold. Regarding the ambience they have good music and service was nice.,2,1,4,4,"Dined on August 22, 2022"
OpenTable Diner,The hostess was terrible,1,3,1,2,"Dined on August 21, 2022"
OpenTable Diner,"I had the anniversary and my wife’s birthday last night we booked for a table they just put us in the ones that they spin. Definitely not what we booked while other people doing just walks in were getting tables. So frustrated left after 20 minutes.
Definitely will not come back and I will spread the word to all my friends how messed up this place is.
The bartender/server she was amazing , other than that If I could give a 0 I would , and this is affiliated with Tao which is crazy how bad this place is compared to Tao Restaurants or the Nightclub which are top notch.",1,1,4,4,"Dined on August 21, 2022"
OpenTable Diner,"35 minutos esperando y nunca me atendieron, estuve sentada en el carrusel hasta que me canse y me fui",1,1,1,1,"Dined on August 21, 2022"
OpenTable Diner,Not our kind of place but others were enjoying very much.,4,2,2,3,"Dined on August 21, 2022"
Crissy,"First, the drinks weren’t good. It’s poor in alcohol content and has no significant taste. 
Second, the price is mad high for the portion size. 
Third, the customer service sucks! It’s an aesthetic environment so obviously customers would want to take pictures together (if in a group). The servers aren’t willing to take pictures of their customer - claims they’re too busy.",3,2,1,3,"Dined on August 21, 2022"
AracelisR,"servicio al cliente horrible son groseras las muchachas que trabajan ahi, el menu solo dos comidas ,las vevidas super caras,, no avía aire acondicionado sentia que me iva a derretir me estube que ir porque el calor era demasiado,,llame ala manager para quejarme y me innoro, este lugar solamente es para ir a sacarse fotos y ya .. 👎 👎 👎",1,1,1,1,"Dined on August 21, 2022"
MichelleF,"Very expensive for what you get. Service wasn’t great, but vibes and views are cool.",3,2,2,4,"Dined on August 21, 2022"
rouge,"Drinks & food fantastic, great view. Good vibes! 🤍",5,5,5,5,"Dined on August 21, 2022"
Familyof4dontgo,"Family of 4 we made a reservation a few weeks before.   When we got there the male host put us at the back of the bar in the blazing hot sun and told us that every empty table (several) were reserved.  I felt completely discriminated against. Treated poorly because we were not the demographic they were looking for.   Finally a female hostess named Mariah moved us to one of the “reserved” tables.   The table beside us remained “reserved” for the entire time we were there. 
I would not recommend this place to anyone -particularly families or if you’re not planning to wear a bikini to brunch.",1,3,1,3,"Dined on August 20, 2022"
JLo72,"The food was ok but very expensive for what it was. 
The view was amazing though.",4,3,5,4,"Dined on August 20, 2022"
OpenTable Diner,"So fun, very interactive & fun!",5,4,3,5,"Dined on August 20, 2022"
JayGee,"I personally love this place. Your Hostess Mariah was amazing and overall, we had a great time!",5,4,5,5,"Dined on August 20, 2022"
OpenTable Diner,It was okay. Not memorable but not bad. Will probably go again. Thank you.,3,1,5,3,"Dined on August 20, 2022"
Honestlytruelyfo,"Music sucked wasn’t loud enough, service was ok A/C barely worked food trash overpriced tbh I’m happy I went but it was t magically & I wouldn’t go again tbh",2,2,3,1,"Dined on August 20, 2022"
CharleneS,Made a reservation a month in advance to sit in carousel room. Wound up in other room next to the doorway! Very disappointed ! Wouldn’t go back,3,3,3,2,"Dined on August 17, 2022"
JulieR,Cool place. Went at 3:00 when they open. Lunch menu is small but ok. Not a place for food. Nothing special. Desserts are fun though.,3,3,3,4,"Dined on August 17, 2022"
OpenTable Diner,"Good drinks, small menu. They don’t have cheese with pretzels just mustard ._.",3,2,4,4,"Dined on August 16, 2022"
ClaudiaM,"The service was very bad, the server was unfriendly and very rude. I am visiting from Florida and I chose the place because it looked nice but really the food is very bad and the worst thing is the bad attitude of the server",1,1,1,5,"Dined on August 16, 2022"
TiffanyG,"Such a great vibe! Love the overall ambiance, great photo opportunities. Great place to dress up and be on a cute date.",5,4,5,5,"Dined on August 16, 2022"
OpenTable Diner,"Went for my birthday, food was good, restaurant is cute, and the views are super nice too. Great for pics, cute drinks!",5,4,5,5,"Dined on August 15, 2022"
TiaraC,"Need better food and drink options, & air condition",1,1,3,3,"Dined on August 15, 2022"
AnneA,Love it definitely a place to go get drunk and catch with the girls. Definitely recommend it after 6pm due to the sun,5,3,5,5,"Dined on August 15, 2022"
